EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
030559856,THE WAIKOLOA LIONS CLUB,,PO BOX 383177,WAIKOLOA,HI,96738-3177,0000,04,3,3000,201705,2,00,911520000,5,01,202206,0,0,02,0,06,0,0,0,P20,
030581229,B&N MINISTRIES INC,% JERRY BOND,1338 MILOIKI ST,HONOLULU,HI,96825-3223,0000,03,3,2000,201409,1,15,000000000,1,01,202001,0,0,02,0,01,0,0,0,X21,
030612583,YAHWEHS HOUSE FOR CHILDREN,% WILLIAM R FELDNER,PO BOX 17909,HONOLULU,HI,96817-0909,0000,03,3,1000,200902,1,04,000000000,1,01,202111,5,2,00,1,11,580828,24015,,L41,
042106848,LAMBDA ZETA OF LAMBDA CHI ALPHA INC,,87-3599 MAMALAHOA HWY,CAPTAIN COOK,HI,96704-8712,0293,07,9,1000,196706,2,00,036279265,5,01,202106,0,0,02,0,06,0,0,0,,
043238433,LAMBDA CHI ALPHA FRATERNITY,% JAMES MONK,87-3599 MAMALAHOA HWY,CAPTAIN COOK,HI,96704-8712,0293,07,9,1000,194101,2,00,036000000,5,01,202012,1,0,02,0,12,1,0,0,,LAMBDA ZETA ALUMNI CORPORATION
043623147,MILILANI ASSEMBLY HALL OF JEHOVAH WITNESSES INC,% KENNETH MINNER,239 PALII ST,MILILANI,HI,96789-3964,0000,03,3,7000,200212,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043650422,MILITARY INTELLIGENCE SERVICE VETERANS OF HAWAII POST 110 VFW US,% LAWRENCE ENOMOTO,1314 KALAKAUA AVE APT 602,HONOLULU,HI,96826-1903,0000,19,3,1000,200211,1,00,000000000,1,01,202206,0,0,02,0,06,0,0,0,W30,
043660909,PACIFIC BUDDHIST ACADEMY,,1754 LUSITANA ST,HONOLULU,HI,96813-1657,0000,03,3,2000,200210,1,11,000000000,1,01,202106,8,6,01,0,06,10829150,2208952,2192397,B25,
043795644,MAUI FOOD TECHNOLOGY CENTER INC,% LUANA MAHI,PO BOX 901452,KULA,HI,96790-1452,0000,03,3,2000,200603,1,16,000000000,1,01,202112,3,5,01,0,12,72876,637761,637761,K05,
043848820,LUBAVITCH FOUNDATION OF HAWAII,% ISAAC KRASNJANSKY,410 ATKINSON DR STE 451,HONOLULU,HI,96814-4730,0000,03,3,7000,200705,1,10,000000000,1,01,,0,0,06,0,02,,,,X30,
050538134,DOWSETT FOUNDATION,% ROBERT FUKUHARA JR,1108 FORT STREET ROOM 1,HONOLULU,HI,96813-2722,0000,03,3,2000,200303,1,15,000000000,1,01,202206,4,1,02,0,06,473059,3,3,A26,
050594693,HAWAII DOG FOUNDATION,% STEPHANIE RYAN,94-1221 KA UKA BLVD STE 108 # 315,WAIPAHU,HI,96797-6299,0000,03,3,1240,200404,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,D20,
050629872,KAHIAU FOUNDATION,% DAVID ECKLES,2969 KALAKAUA AVE APT 1101,HONOLULU,HI,96815-4626,0000,03,3,1200,200708,1,04,000000000,1,01,202112,6,5,00,1,12,2859478,882952,,T20,
050630282,KSK FOUNDATION,% KENNETH J KOBATAKE,PO BOX 10039,HONOLULU,HI,96816-0039,0000,03,3,1000,200705,1,04,000000000,1,01,202109,5,5,00,1,09,542447,592356,,T22,
061656634,KILAUEA DRAMA & ENTERTAINMENT NETWORK KDEN,% SUZI BOND,HC 3 BOX 13089,KEAAU,HI,96749-9222,0000,03,3,1200,200305,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,A65,
061657799,AMATAGA FOU CHURCH,% SAMALAEULU VAIFALE,91-1061 HULUHULU ST,EWA BEACH,HI,96706-3513,0000,03,3,1700,200312,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
061665576,HAWAII UNITED OKINAWA ASSOCIATION,,94-587 UKEE ST,WAIPAHU,HI,96797-4214,4200,03,9,1000,199611,1,15,564000000,1,01,202112,0,0,02,0,12,0,0,0,,OKINAWAN GENEAOLOGICAL SOCIETY OF H
061700165,REDEEMING LIGHT INTERNATIONAL INC,% SHARON DAVIS,68-1830 PAKANU ST,WAIKOLOA,HI,96738-5344,0000,03,3,1000,200307,1,15,000000000,1,01,202106,3,4,01,0,06,41226,240156,240156,F60,
061700328,GOODWILL CONTRACT SERVICES HAWAII INC,% LAURA ROBERTSON,2610 KILIHAU ST,HONOLULU,HI,96819-2020,0000,03,3,2000,200310,1,16,000000000,1,01,202112,6,6,01,0,12,2541832,3461787,3461787,J30,
061710544,HONOLULU HIROSHIMA KENJINKAI,% WAYNE TOMA,PO BOX 241056,HONOLULU,HI,96824-1056,0000,03,3,1200,201705,1,16,000000000,5,01,202203,0,0,02,0,03,0,0,0,A23,
061768576,CALVERY CHAPEL DOWNTOWN,% JOHN MANZO,PO BOX 37507,HONOLULU,HI,96837-0507,0000,03,3,7000,200810,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
061819112,PENTECOSTAL HOLINESS CHURCH,,355 N KAINALU DR,KAILUA,HI,96734-2125,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,LIFE CHURCH-KAILUA
100003939,NATIONAL CONTRACT MANAGEMENT ASSOCIATION,% JOHN CLARK III,PO BOX 22669,EWA BEACH,HI,96706-0000,1745,06,9,2000,196506,2,00,000000000,5,01,,0,0,02,0,06,,,,,48 ALOHA CHAPTER
113522771,NUESTRO FUTURO INC,% ABIGAIL Q PERRIN,PO BOX 578,HAIKU,HI,96708-0578,0000,03,3,2300,200006,1,03,000000000,1,01,202112,7,6,00,1,12,9672168,1696080,,T23,
113576524,DOOHER INSTITUTE OF PHYSICS AND ENERGY,% YI TUAN & BRUNSTEIN,14 AULIKE STREET,KAILUA,HI,96734-2740,0000,03,3,1000,200107,1,15,000000000,1,01,202112,4,1,02,0,12,151895,3000,3000,N30,
113654726,GOLD COAST NEIGHBORHOOD ASSOCIATION,% ROBERT GENTRY,2801 COCONUT AVE APT 6A,HONOLULU,HI,96815-4752,0000,03,3,1000,200302,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,W99,
113683369,BADOC-PINILI WOMENS ASSOCIATION OF AMERICA,% HONESTA D P ROHR,94-507 PALAI ST,WAIPAHU,HI,96797-1268,0000,07,3,1000,201302,2,00,000000000,5,01,202112,0,0,02,0,12,0,0,0,N50,
113704749,FEED HAWAII,% DELPHINA CORRANCE,PO BOX 511,HAWI,HI,96719-0511,0000,03,3,1000,200508,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,K99,HAWAII GEAN
113724046,CANAAN COMMUNITY GOSPEL CENTER,% TIN PO LAI,100 N BERETANIA STREET,HONOLULU,HI,96817-4712,0000,03,3,7000,200512,1,10,000000000,1,01,202112,5,4,06,0,12,757114,250170,250170,X20,
113728426,OHANA WORSHIP CENTER INC,% KELLY SAKAI,3210 LOWER RD # B,HONOLULU,HI,96822-1457,0000,03,3,7000,200512,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
116177811,KUKUIPUKA OHANA,,PO BOX 658,KULA,HI,96790-0658,0000,03,3,7000,200908,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,X21,
132941045,NOVA ARTS FOUNDATION INC,,PO BOX 670,KAILUA,HI,96734-0670,0000,03,3,1000,198005,1,16,090119000,1,01,202112,3,4,01,0,12,87085,103993,103726,,
133033449,SOGI FOUNDATION,% JAMES SOGI,77-6292 MAMALAHOA HWY,HOLUALOA,HI,96725-9724,0000,03,3,1000,198007,1,04,602000000,2,01,202112,4,6,00,1,12,407078,1379441,,,
133469818,COMPANIONS OF ART AND NATURE INC,% MIKEL MESH,PO BOX 1327,LAHAINA,HI,96767-1327,0000,03,3,1000,199401,1,15,060000000,1,01,202203,0,0,02,0,03,0,0,0,C30J,
133588071,HAU OLI MAU LOA FOUNDATION,%,701 BISHOP ST,HONOLULU,HI,96813-4814,0000,03,3,1000,199104,1,04,328000000,1,01,202112,9,7,00,1,12,164592924,6564176,,,
133762511,AMY PIVAR DANCES INC,% AMY PIVAR,1170B KAMAHELE ST,KAILUA,HI,96734-3335,0000,03,3,2000,199406,1,15,994090000,1,01,202112,0,0,02,0,12,0,0,0,A62,
134230668,KIDZ KARE ENTERPRISES,% DENNIS MORIKAWA,94-432 PAWA WAY,MILILANI,HI,96789-2607,0000,03,3,1200,200301,1,16,000000000,1,01,202112,0,4,01,0,12,0,269147,269147,P30,
134264258,EDUCATION INTERNATIONAL FOUNDATION,% SAM LEE,60 N BERETANIA ST APT 3407,HONOLULU,HI,96817-4763,0000,03,3,2000,200406,1,04,000000000,1,01,202006,4,3,00,1,06,103040,37950,,Q99,
134275413,HULA HALAU O KOU LIMA NANI E INC,% IWALANI KALIMA,PO BOX 6564,HILO,HI,96720-8930,0000,03,3,1200,200412,1,16,000000000,1,01,202012,0,0,02,0,12,0,0,0,A20,
134275937,DRAGONS EYE LEARNING CENTER,% GEOFFREY KERN,PO BOX 778,PAHOA,HI,96778-0778,0000,03,3,1200,200407,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,B90,
134301291,PERFORMING ARTS CENTER OF KAPOLEI,,590FARRINGTONHWYSTE524234,KAPOLEI,HI,96707-0000,0000,03,3,1000,201405,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,A60,
134335629,OHANA PACIFIC FOUNDATION,,45-181 WAIKALUA RD,KANEOHE,HI,96744-2765,0000,03,3,1000,200710,1,16,000000000,1,01,202112,5,5,01,0,12,624599,655336,650847,P70,DBA KAUAI ADULT DAY HEALTH CENTER
134341854,TRI-ISLE PERSONAL CARE INC,,200 HINA AVE,KAHULUI,HI,96732-1821,0000,03,3,1000,201409,1,15,000000000,1,01,202112,3,4,01,0,12,91147,406281,406281,J99,
134350759,VFW AUXILIARY DEPT OF HAWAII,% PEGGY HAAKE,69 LEIPAPA PL,KAHULUI,HI,96732-2949,5729,19,9,1000,201008,2,00,000000000,5,01,202206,0,0,02,0,06,0,0,0,W30,3850 WILBERT WAH HU TOM VFW AUXILIA
134364350,REALTORS ASSOCIATION OF MAUI COMMUNITY FOUNDATION INC,% EVELYN PROCTOR,441 ALA MAKANI ST,KAHULUI,HI,96732-3507,0000,03,3,1200,200711,1,15,000000000,1,01,202109,4,2,02,0,09,109887,11866,11866,T30,
136169404,FOUNDATION FOR WORLD EDUCATION INC,% J KORSTANGE,C/O JERRY SCHWARTZ 841 BISHOP ST,HONOLULU,HI,96813-0000,0000,03,3,1000,195702,1,04,059927061,1,01,202112,6,4,00,1,12,2911230,402002,,B00J,
141888490,GUARDIAN ANGELS ANIMAL HAVEN INC,% SUZANNE BURRY,PO BOX 695,MAKAWAO,HI,96768-0695,0000,03,3,1400,200308,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,D20,
141905292,HAWAII CHAMPS,% FRANCIS K MUKAI,600 ALA MOANA BLVD APT 2109,HONOLULU,HI,96813-4956,0000,03,3,1000,200408,1,15,000000000,1,01,202012,0,0,02,0,12,0,0,0,N70,
141994014,EDEN EARTHWORKS INC,% NEENA ROUMELL,PO BOX 711458,MOUNTAIN VIEW,HI,96771-1458,0000,03,3,1000,200807,1,15,000000000,1,01,202012,0,0,02,0,12,0,0,0,K30,
141994712,KANALU,% TOM STONE,PO BOX 5248,KANEOHE,HI,96744-9162,0000,03,3,2000,200901,1,16,000000000,1,01,202206,0,0,02,0,06,0,0,0,B99,MOW CLIFFORD AH JR PRESIDENT MBR
142014788,DIVINE CHURCH OF PRAISE INC,% PAUL I NICOLAS,94-408 AKOKI ST STE 106,WAIPAHU,HI,96797-2733,0000,03,3,7000,201106,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
161538738,BARRIOCARE FOUNDATION INC,,PO BOX 235913,HONOLULU,HI,96823-3517,0000,03,3,1000,199801,1,04,602000000,1,01,202112,4,3,00,1,12,125031,30187,,I20Z,
161628674,HANALEI WATERSHED HUI,% BARBARA KAAUMOANA,PO BOX 1285,HANALEI,HI,96714-1285,0000,03,3,1000,200411,1,15,000000000,1,01,202112,5,5,01,0,12,654274,858042,858042,C32,
161640059,KAUAI MUSIC FESTIVAL,% JERRY BROCKLEHURST,PO BOX 2575,KAMUELA,HI,96743-2575,0000,03,3,2100,200310,1,15,000000000,1,01,202112,3,2,02,0,12,62010,22903,22903,A68,
161651486,NATURAL BRIDGES,% LILLO S CRAIN,PO BOX 727,KILAUEA,HI,96754-0727,0000,03,3,2000,200406,1,16,000000000,1,01,202207,4,4,01,0,07,222426,384402,384402,B21,
161652421,CET 1 PLUS 9,% JOHN K CHAR,98-1801 KILEKA PL,AIEA,HI,96701-1605,0000,03,1,1280,200308,1,11,000000000,1,01,,0,0,00,0,12,,,,B40,
161668413,KAPOLEI HIGH SCHOOL BAND BOOSTER CLUB,% DARWIN UESATO,91-5007 KAPOLEI PKWY,KAPOLEI,HI,96707-3201,0000,03,3,1000,200402,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,B11,
161672016,MAUI CLASSICAL MUSIC FESTIVAL,% D KENT STEWART,PO BOX 532573,KIHEI,HI,96753-2573,0000,03,3,1000,200402,1,15,000000000,1,01,202206,3,3,01,0,06,80099,82788,82788,A68,
161685606,SANCTUARY OF MANA KEA GARDENS,% RANDYL RUPAR,PO BOX 939,HONAUNAU,HI,96726-0939,0000,03,3,7000,200509,1,15,000000000,1,01,202112,1,3,01,0,12,1786,90172,90172,X21,
161691267,WAIKOLOA COMMUNITY DEVELOPMENT CORPORATION,% SHARON DAVIS,PO BOX 383097,WAIKOLOA,HI,96738-3097,0000,03,3,1200,200406,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,P24,
161699434,CHRIST - CENTERED CONSULTING SERVICES,% DONNA GAMBOA,94-833 LUMIAUAU ST APT J104,WAIPAHU,HI,96797-4872,0000,03,3,1000,200504,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,J02,
161701355,RESONANCE PROJECT FOUNDATION,% NASSIM HARAMEIN,PO BOX 3407,KAILUA KONA,HI,96745-3407,0000,03,3,1000,200605,1,16,000000000,1,01,202112,4,5,01,0,12,384711,609008,609008,,
161714246,HAWAII SADDLE CLUB,% MANUEL D SOUZA,PO BOX 1495,HONOKAA,HI,96727-1495,0000,03,3,1000,201208,1,16,000000000,1,01,202112,3,1,02,0,12,69340,57,57,N52,
161737197,E H W BROADBENT FOUNDATION,,900 FORT STREET MALL STE 1640,HONOLULU,HI,96813-3719,0000,03,3,1000,200610,1,04,000000000,1,01,202112,5,3,00,1,12,609944,98952,,T99,
161768811,UNITED STATES BOWLING CONGRESS INC,% CHERIE MIYASHIRO,PO BOX 562,LIHUE,HI,96766-0562,4348,03,9,1000,200409,1,16,000000000,1,01,202207,0,0,02,0,07,0,0,0,N70,82060 GARDEN ISLAND USBC
161778161,MAUI COUNTY SISTER CITIES FOUNDATION INC,% KAREN ARAKAWA,PO BOX 2895,WAILUKU,HI,96793-7895,0000,03,3,2000,200801,1,15,000000000,1,01,202012,1,1,02,0,12,3326,45,45,A23,
200038288,ALOHA JEWISH CHAPEL ASSOCIATION,% ROBERT LANDIS,47-450 AHUIMANU PL,KANEOHE,HI,96744-4650,0000,03,3,7000,200309,1,10,000000000,1,01,202112,0,0,06,0,12,0,0,0,X30,
200040349,SUSTAIN HAWAII,% KEVIN M VACCARELLO,41-1025 KALANIANAOLE HWY,WAIMANALO,HI,96795-1641,0000,03,3,1000,200510,1,15,000000000,1,01,202112,3,4,01,0,12,32769,494730,494730,B03,SUSTAIN HAWAII
200066222,ASSOCIATION FOR MARINE EXPLORATION,% AMY DITURI OR JOHN ROONEY,1427A MOKUNA PL,HONOLULU,HI,96816-7713,0000,03,3,1000,200403,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,U21,
200070076,NEWHOUSE INC,,1221 KAPIOLANI BLVD STE 345,HONOLULU,HI,96814-3510,0000,03,3,1000,200307,1,15,000000000,1,01,202009,5,3,01,0,09,900995,92140,92140,L20,
200070639,UNITED KOREAN ASSOCIATION OF HAWAII,% YOUNG HAE KIM,401 KAMAKEE ST STE 316,HONOLULU,HI,96814-4243,0000,03,3,1000,200509,1,15,000000000,1,01,202112,4,4,01,0,12,410698,188461,188461,P84,
200071021,RESURRECTION AND LIFE MINISTRIES INC,% RANDY IAEA,94-733 KALAE ST,WAIPAHU,HI,96797-1109,0000,03,3,7000,200601,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
